Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,118.116,118.293,118.057,118.175,1238,1463003.0,10.43,10.47,10.41,10.44,101400,1058597.0,110015.SH,600015.SH
2025-01-02 09:31:00,118.121,118.298,118.061,118.18,1251,1478428.0,10.43,10.47,10.41,10.44,101450,1059132.0,110015.SH,600015.SH
2025-01-02 09:32:00,118.121,118.299,118.062,118.18,1264,1493800.0,10.43,10.47,10.41,10.44,101500,1059660.0,110015.SH,600015.SH
2025-01-02 09:33:00,118.118,118.295,118.059,118.177,1277,1509118.0,10.43,10.47,10.41,10.44,101550,1060180.0,110015.SH,600015.SH
2025-01-02 09:34:00,118.11,118.287,118.051,118.169,1290,1524381.0,10.43,10.47,10.41,10.44,101600,1060694.0,110015.SH,600015.SH
2025-01-02 09:35:00,118.098,118.275,118.039,118.157,1303,1539588.0,10.43,10.47,10.41,10.44,101650,1061201.0,110015.SH,600015.SH
2025-01-02 09:36:00,118.082,118.259,118.023,118.141,1316,1554739.0,10.43,10.47,10.41,10.44,101700,1061701.0,110015.SH,600015.SH
2025-01-02 09:37:00,118.062,118.239,118.003,118.121,1329,1569833.0,10.429,10.469,10.409,10.439,101750,1062194.0,110015.SH,600015.SH
2025-01-02 09:38:00,118.039,118.216,117.98,118.098,1342,1584871.0,10.429,10.469,10.409,10.439,101800,1062680.0,110015.SH,600015.SH
2025-01-02 09:39:00,118.011,118.189,117.952,118.07,1355,1599855.0,10.428,10.468,10.408,10.438,101850,1063159.0,110015.SH,600015.SH
2025-01-02 09:40:00,117.981,118.158,117.922,118.04,1368,1614785.0,10.428,10.468,10.408,10.438,101900,1063632.0,110015.SH,600015.SH
2025-01-02 09:41:00,117.947,118.124,117.888,118.006,1381,1629663.0,10.427,10.467,10.407,10.437,101950,1064099.0,110015.SH,600015.SH
2025-01-02 09:42:00,117.91,118.087,117.851,117.969,1394,1644491.0,10.427,10.467,10.407,10.437,102000,1064559.0,110015.SH,600015.SH
2025-01-02 09:43:00,117.871,118.048,117.812,117.93,1407,1659273.0,10.426,10.466,10.406,10.436,102050,1065013.0,110015.SH,600015.SH
2025-01-02 09:44:00,117.829,118.006,117.77,117.888,1420,1674011.0,10.425,10.465,10.405,10.435,102100,1065462.0,110015.SH,600015.SH
2025-01-02 09:45:00,117.785,117.962,117.726,117.844,1433,1688709.0,10.425,10.465,10.405,10.435,102150,1065905.0,110015.SH,600015.SH
2025-01-02 09:46:00,117.74,117.917,117.681,117.799,1446,1703370.0,10.424,10.464,10.404,10.434,102200,1066342.0,110015.SH,600015.SH
2025-01-02 09:47:00,117.693,117.87,117.634,117.752,1459,1717999.0,10.423,10.463,10.403,10.433,102250,1066775.0,110015.SH,600015.SH
2025-01-02 09:48:00,117.645,117.822,117.586,117.704,1472,1732600.0,10.422,10.462,10.402,10.432,102300,1067203.0,110015.SH,600015.SH
2025-01-02 09:49:00,117.596,117.773,117.537,117.655,1485,1747179.0,10.421,10.461,10.401,10.431,102350,1067626.0,110015.SH,600015.SH
