Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,111.628,111.795,111.572,111.684,1051,1173795.0,10.083,10.123,10.063,10.093,100300,1012310.0,110004.SH,600004.SH
2025-01-02 09:31:00,111.578,111.746,111.523,111.634,1064,1187787.0,10.082,10.122,10.062,10.092,100350,1012697.0,110004.SH,600004.SH
2025-01-02 09:32:00,111.529,111.696,111.473,111.584,1077,1201765.0,10.08,10.12,10.06,10.09,100400,1013084.0,110004.SH,600004.SH
2025-01-02 09:33:00,111.479,111.646,111.423,111.535,1090,1215731.0,10.079,10.119,10.059,10.089,100450,1013470.0,110004.SH,600004.SH
2025-01-02 09:34:00,111.43,111.597,111.374,111.486,1103,1229689.0,10.078,10.118,10.058,10.088,100500,1013857.0,110004.SH,600004.SH
2025-01-02 09:35:00,111.382,111.549,111.326,111.438,1116,1243643.0,10.077,10.117,10.057,10.087,100550,1014244.0,110004.SH,600004.SH
2025-01-02 09:36:00,111.335,111.502,111.279,111.39,1129,1257598.0,10.076,10.116,10.056,10.086,100600,1014632.0,110004.SH,600004.SH
2025-01-02 09:37:00,111.289,111.456,111.233,111.345,1142,1271558.0,10.075,10.115,10.055,10.085,100650,1015021.0,110004.SH,600004.SH
2025-01-02 09:38:00,111.245,111.412,111.19,111.301,1155,1285526.0,10.074,10.114,10.054,10.084,100700,1015412.0,110004.SH,600004.SH
2025-01-02 09:39:00,111.204,111.37,111.148,111.259,1168,1299508.0,10.072,10.112,10.052,10.082,100750,1015805.0,110004.SH,600004.SH
2025-01-02 09:40:00,111.164,111.331,111.109,111.22,1181,1313507.0,10.071,10.111,10.051,10.081,100800,1016201.0,110004.SH,600004.SH
2025-01-02 09:41:00,111.128,111.294,111.072,111.183,1194,1327527.0,10.07,10.11,10.05,10.08,100850,1016600.0,110004.SH,600004.SH
2025-01-02 09:42:00,111.094,111.26,111.038,111.149,1207,1341572.0,10.069,10.109,10.049,10.079,100900,1017002.0,110004.SH,600004.SH
2025-01-02 09:43:00,111.063,111.23,111.007,111.119,1220,1355647.0,10.068,10.108,10.048,10.078,100950,1017407.0,110004.SH,600004.SH
