Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,121.884,122.067,121.823,121.945,1374,1675519.0,10.65,10.69,10.63,10.66,102200,1089434.0,110023.SH,600023.SH
2025-01-02 09:31:00,121.832,122.014,121.771,121.892,1387,1690649.0,10.649,10.689,10.629,10.659,102250,1089847.0,110023.SH,600023.SH
2025-01-02 09:32:00,121.78,121.963,121.719,121.841,1400,1705770.0,10.647,10.687,10.627,10.657,102300,1090260.0,110023.SH,600023.SH
2025-01-02 09:33:00,121.729,121.912,121.668,121.79,1413,1720890.0,10.646,10.686,10.626,10.656,102350,1090674.0,110023.SH,600023.SH
2025-01-02 09:34:00,121.679,121.862,121.618,121.74,1426,1736012.0,10.645,10.685,10.625,10.655,102400,1091089.0,110023.SH,600023.SH
2025-01-02 09:35:00,121.631,121.813,121.57,121.692,1439,1751143.0,10.644,10.684,10.624,10.654,102450,1091506.0,110023.SH,600023.SH
2025-01-02 09:36:00,121.584,121.767,121.523,121.645,1452,1766287.0,10.643,10.683,10.623,10.653,102500,1091924.0,110023.SH,600023.SH
2025-01-02 09:37:00,121.54,121.722,121.479,121.601,1465,1781451.0,10.642,10.682,10.622,10.652,102550,1092346.0,110023.SH,600023.SH
2025-01-02 09:38:00,121.498,121.68,121.437,121.559,1478,1796639.0,10.641,10.681,10.621,10.651,102600,1092769.0,110023.SH,600023.SH
2025-01-02 09:39:00,121.459,121.641,121.398,121.52,1491,1811857.0,10.64,10.68,10.62,10.65,102650,1093197.0,110023.SH,600023.SH
2025-01-02 09:40:00,121.423,121.605,121.362,121.483,1504,1827110.0,10.639,10.679,10.619,10.649,102700,1093627.0,110023.SH,600023.SH
2025-01-02 09:41:00,121.39,121.572,121.329,121.45,1517,1842403.0,10.638,10.678,10.618,10.648,102750,1094062.0,110023.SH,600023.SH
2025-01-02 09:42:00,121.36,121.542,121.3,121.421,1530,1857740.0,10.637,10.677,10.617,10.647,102800,1094500.0,110023.SH,600023.SH
2025-01-02 09:43:00,121.334,121.516,121.274,121.395,1543,1873126.0,10.636,10.676,10.616,10.646,102850,1094944.0,110023.SH,600023.SH
2025-01-02 09:44:00,121.312,121.494,121.252,121.373,1556,1888565.0,10.635,10.675,10.615,10.645,102900,1095392.0,110023.SH,600023.SH
2025-01-02 09:45:00,121.294,121.476,121.234,121.355,1569,1904060.0,10.634,10.674,10.614,10.644,102950,1095845.0,110023.SH,600023.SH
2025-01-02 09:46:00,121.28,121.462,121.22,121.341,1582,1919614.0,10.634,10.674,10.614,10.644,103000,1096304.0,110023.SH,600023.SH
2025-01-02 09:47:00,121.27,121.452,121.21,121.331,1595,1935231.0,10.633,10.673,10.613,10.643,103050,1096769.0,110023.SH,600023.SH
2025-01-02 09:48:00,121.265,121.447,121.204,121.325,1608,1950913.0,10.632,10.672,10.612,10.642,103100,1097240.0,110023.SH,600023.SH
2025-01-02 09:49:00,121.263,121.445,121.203,121.324,1621,1966661.0,10.632,10.672,10.612,10.642,103150,1097716.0,110023.SH,600023.SH
2025-01-02 09:50:00,121.266,121.448,121.205,121.327,1634,1982477.0,10.631,10.671,10.611,10.641,103200,1098199.0,110023.SH,600023.SH
2025-01-02 09:51:00,121.273,121.455,121.212,121.333,1647,1998362.0,10.631,10.671,10.611,10.641,103250,1098689.0,110023.SH,600023.SH
2025-01-02 09:52:00,121.284,121.466,121.223,121.344,1660,2014316.0,10.631,10.671,10.611,10.641,103300,1099186.0,110023.SH,600023.SH
2025-01-02 09:53:00,121.298,121.48,121.238,121.359,1673,2030338.0,10.63,10.67,10.61,10.64,103350,1099689.0,110023.SH,600023.SH
2025-01-02 09:54:00,121.317,121.499,121.256,121.378,1686,2046429.0,10.63,10.67,10.61,10.64,103400,1100199.0,110023.SH,600023.SH
2025-01-02 09:55:00,121.339,121.521,121.279,121.4,1699,2062586.0,10.63,10.67,10.61,10.64,103450,1100717.0,110023.SH,600023.SH
2025-01-02 09:56:00,121.365,121.547,121.304,121.426,1012,1228828.0,10.63,10.67,10.61,10.64,103500,1101241.0,110023.SH,600023.SH
2025-01-02 09:57:00,121.394,121.576,121.333,121.455,1025,1244910.0,10.63,10.67,10.61,10.64,103550,1101773.0,110023.SH,600023.SH
2025-01-02 09:58:00,121.426,121.608,121.365,121.487,1038,1261031.0,10.63,10.67,10.61,10.64,103600,1102312.0,110023.SH,600023.SH
2025-01-02 09:59:00,121.461,121.643,121.4,121.521,1051,1277189.0,10.63,10.67,10.61,10.64,103650,1102857.0,110023.SH,600023.SH
2025-01-02 10:00:00,121.498,121.68,121.437,121.558,1064,1293381.0,10.63,10.67,10.61,10.64,103700,1103410.0,110023.SH,600023.SH
2025-01-02 10:01:00,121.537,121.719,121.476,121.598,1077,1309607.0,10.631,10.671,10.611,10.641,103750,1103971.0,110023.SH,600023.SH
2025-01-02 10:02:00,121.578,121.76,121.517,121.639,1090,1325863.0,10.631,10.671,10.611,10.641,103800,1104538.0,110023.SH,600023.SH
2025-01-02 10:03:00,121.621,121.803,121.56,121.682,1103,1342147.0,10.631,10.671,10.611,10.641,103850,1105112.0,110023.SH,600023.SH
2025-01-02 10:04:00,121.665,121.847,121.604,121.725,1116,1358455.0,10.632,10.672,10.612,10.642,103900,1105692.0,110023.SH,600023.SH
2025-01-02 10:05:00,121.709,121.892,121.648,121.77,1129,1374785.0,10.632,10.672,10.612,10.642,103950,1106279.0,110023.SH,600023.SH
2025-01-02 10:06:00,121.755,121.937,121.694,121.815,1142,1391132.0,10.633,10.673,10.613,10.643,104000,1106873.0,110023.SH,600023.SH
2025-01-02 10:07:00,121.8,121.983,121.739,121.861,1155,1407493.0,10.634,10.674,10.614,10.644,104050,1107473.0,110023.SH,600023.SH
2025-01-02 10:08:00,121.845,122.028,121.784,121.906,1168,1423864.0,10.634,10.674,10.614,10.644,104100,1108078.0,110023.SH,600023.SH
2025-01-02 10:09:00,121.89,122.073,121.829,121.951,1181,1440242.0,10.635,10.675,10.615,10.645,104150,1108690.0,110023.SH,600023.SH
