Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,117.202,117.378,117.144,117.261,1221,1431754.0,10.388,10.428,10.368,10.398,101300,1053358.0,110014.SH,600014.SH
2025-01-02 09:31:00,117.248,117.424,117.189,117.306,1234,1447559.0,10.389,10.429,10.369,10.399,101350,1053985.0,110014.SH,600014.SH
2025-01-02 09:32:00,117.291,117.467,117.232,117.35,1247,1463349.0,10.39,10.43,10.37,10.4,101400,1054608.0,110014.SH,600014.SH
2025-01-02 09:33:00,117.332,117.508,117.273,117.39,1260,1479120.0,10.391,10.431,10.371,10.401,101450,1055228.0,110014.SH,600014.SH
2025-01-02 09:34:00,117.37,117.546,117.311,117.429,1273,1494868.0,10.392,10.432,10.372,10.402,101500,1055844.0,110014.SH,600014.SH
2025-01-02 09:35:00,117.405,117.582,117.347,117.464,1286,1510588.0,10.393,10.433,10.373,10.403,101550,1056455.0,110014.SH,600014.SH
2025-01-02 09:36:00,117.437,117.614,117.379,117.496,1299,1526276.0,10.394,10.434,10.374,10.404,101600,1057063.0,110014.SH,600014.SH
2025-01-02 09:37:00,117.466,117.643,117.407,117.525,1312,1541928.0,10.395,10.435,10.375,10.405,101650,1057665.0,110014.SH,600014.SH
2025-01-02 09:38:00,117.491,117.668,117.433,117.55,1325,1557539.0,10.396,10.436,10.376,10.406,101700,1058262.0,110014.SH,600014.SH
2025-01-02 09:39:00,117.513,117.689,117.454,117.572,1338,1573107.0,10.396,10.436,10.376,10.406,101750,1058853.0,110014.SH,600014.SH
2025-01-02 09:40:00,117.53,117.707,117.471,117.589,1351,1588628.0,10.397,10.437,10.377,10.407,101800,1059439.0,110014.SH,600014.SH
2025-01-02 09:41:00,117.544,117.72,117.485,117.602,1364,1604098.0,10.398,10.438,10.378,10.408,101850,1060019.0,110014.SH,600014.SH
2025-01-02 09:42:00,117.553,117.729,117.494,117.612,1377,1619515.0,10.398,10.438,10.378,10.408,101900,1060592.0,110014.SH,600014.SH
2025-01-02 09:43:00,117.558,117.735,117.499,117.617,1390,1634878.0,10.399,10.439,10.379,10.409,101950,1061160.0,110014.SH,600014.SH
2025-01-02 09:44:00,117.559,117.736,117.501,117.618,1403,1650183.0,10.399,10.439,10.379,10.409,102000,1061720.0,110014.SH,600014.SH
2025-01-02 09:45:00,117.556,117.733,117.497,117.615,1416,1665429.0,10.399,10.439,10.379,10.409,102050,1062275.0,110014.SH,600014.SH
2025-01-02 09:46:00,117.549,117.725,117.49,117.608,1429,1680617.0,10.4,10.44,10.38,10.41,102100,1062822.0,110014.SH,600014.SH
2025-01-02 09:47:00,117.538,117.714,117.479,117.597,1442,1695744.0,10.4,10.44,10.38,10.41,102150,1063362.0,110014.SH,600014.SH
