Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,120.324,120.504,120.264,120.384,1323,1592682.0,10.563,10.603,10.543,10.573,101900,1077388.0,110020.SH,600020.SH
2025-01-02 09:31:00,120.375,120.555,120.315,120.435,1336,1609011.0,10.564,10.604,10.544,10.574,101950,1078035.0,110020.SH,600020.SH
2025-01-02 09:32:00,120.425,120.605,120.364,120.485,1349,1625341.0,10.565,10.605,10.545,10.575,102000,1078680.0,110020.SH,600020.SH
2025-01-02 09:33:00,120.473,120.654,120.413,120.533,1362,1641665.0,10.566,10.606,10.546,10.576,102050,1079324.0,110020.SH,600020.SH
2025-01-02 09:34:00,120.52,120.701,120.46,120.58,1375,1657979.0,10.568,10.608,10.548,10.578,102100,1079965.0,110020.SH,600020.SH
2025-01-02 09:35:00,120.565,120.746,120.505,120.625,1388,1674277.0,10.569,10.609,10.549,10.579,102150,1080604.0,110020.SH,600020.SH
2025-01-02 09:36:00,120.607,120.788,120.547,120.668,1401,1690554.0,10.57,10.61,10.55,10.58,102200,1081240.0,110020.SH,600020.SH
2025-01-02 09:37:00,120.647,120.828,120.587,120.708,1414,1706806.0,10.571,10.611,10.551,10.581,102250,1081873.0,110020.SH,600020.SH
2025-01-02 09:38:00,120.684,120.865,120.624,120.745,1427,1723026.0,10.572,10.612,10.552,10.582,102300,1082502.0,110020.SH,600020.SH
2025-01-02 09:39:00,120.718,120.899,120.658,120.779,1440,1739211.0,10.573,10.613,10.553,10.583,102350,1083126.0,110020.SH,600020.SH
2025-01-02 09:40:00,120.749,120.93,120.688,120.809,1453,1755356.0,10.573,10.613,10.553,10.583,102400,1083747.0,110020.SH,600020.SH
2025-01-02 09:41:00,120.776,120.957,120.715,120.836,1466,1771456.0,10.574,10.614,10.554,10.584,102450,1084363.0,110020.SH,600020.SH
2025-01-02 09:42:00,120.799,120.98,120.738,120.859,1479,1787507.0,10.575,10.615,10.555,10.585,102500,1084974.0,110020.SH,600020.SH
2025-01-02 09:43:00,120.818,120.999,120.758,120.878,1492,1803507.0,10.576,10.616,10.556,10.586,102550,1085579.0,110020.SH,600020.SH
2025-01-02 09:44:00,120.833,121.015,120.773,120.894,1505,1819450.0,10.577,10.617,10.557,10.587,102600,1086179.0,110020.SH,600020.SH
2025-01-02 09:45:00,120.844,121.026,120.784,120.905,1518,1835336.0,10.577,10.617,10.557,10.587,102650,1086773.0,110020.SH,600020.SH
2025-01-02 09:46:00,120.851,121.033,120.791,120.912,1531,1851160.0,10.578,10.618,10.558,10.588,102700,1087362.0,110020.SH,600020.SH
2025-01-02 09:47:00,120.854,121.036,120.794,120.915,1544,1866922.0,10.578,10.618,10.558,10.588,102750,1087944.0,110020.SH,600020.SH
2025-01-02 09:48:00,120.853,121.034,120.792,120.913,1557,1882618.0,10.579,10.619,10.559,10.589,102800,1088519.0,110020.SH,600020.SH
2025-01-02 09:49:00,120.847,121.029,120.787,120.908,1570,1898250.0,10.579,10.619,10.559,10.589,102850,1089088.0,110020.SH,600020.SH
2025-01-02 09:50:00,120.838,121.019,120.777,120.898,1583,1913815.0,10.579,10.619,10.559,10.589,102900,1089650.0,110020.SH,600020.SH
2025-01-02 09:51:00,120.824,121.005,120.763,120.884,1596,1929314.0,10.58,10.62,10.56,10.59,102950,1090205.0,110020.SH,600020.SH
2025-01-02 09:52:00,120.806,120.988,120.746,120.867,1609,1944747.0,10.58,10.62,10.56,10.59,103000,1090754.0,110020.SH,600020.SH
2025-01-02 09:53:00,120.785,120.966,120.725,120.846,1622,1960115.0,10.58,10.62,10.56,10.59,103050,1091295.0,110020.SH,600020.SH
2025-01-02 09:54:00,120.76,120.942,120.7,120.821,1635,1975420.0,10.58,10.62,10.56,10.59,103100,1091829.0,110020.SH,600020.SH
2025-01-02 09:55:00,120.732,120.914,120.672,120.793,1648,1990664.0,10.58,10.62,10.56,10.59,103150,1092356.0,110020.SH,600020.SH
2025-01-02 09:56:00,120.701,120.882,120.641,120.762,1661,2005849.0,10.58,10.62,10.56,10.59,103200,1092876.0,110020.SH,600020.SH
2025-01-02 09:57:00,120.667,120.848,120.607,120.728,1674,2020979.0,10.58,10.62,10.56,10.59,103250,1093388.0,110020.SH,600020.SH
2025-01-02 09:58:00,120.631,120.812,120.57,120.691,1687,2036057.0,10.579,10.619,10.559,10.589,103300,1093894.0,110020.SH,600020.SH
2025-01-02 09:59:00,120.592,120.773,120.531,120.652,1000,1206521.0,10.579,10.619,10.559,10.589,103350,1094393.0,110020.SH,600020.SH
2025-01-02 10:00:00,120.551,120.732,120.491,120.611,1013,1221793.0,10.579,10.619,10.559,10.589,103400,1094885.0,110020.SH,600020.SH
2025-01-02 10:01:00,120.509,120.689,120.448,120.569,1026,1237036.0,10.578,10.618,10.558,10.588,103450,1095370.0,110020.SH,600020.SH
2025-01-02 10:02:00,120.465,120.646,120.405,120.525,1039,1252255.0,10.578,10.618,10.558,10.588,103500,1095848.0,110020.SH,600020.SH
2025-01-02 10:03:00,120.42,120.601,120.36,120.48,1052,1267452.0,10.577,10.617,10.557,10.587,103550,1096320.0,110020.SH,600020.SH
2025-01-02 10:04:00,120.375,120.555,120.314,120.435,1065,1282631.0,10.577,10.617,10.557,10.587,103600,1096786.0,110020.SH,600020.SH
2025-01-02 10:05:00,120.329,120.51,120.269,120.389,1078,1297795.0,10.576,10.616,10.556,10.586,103650,1097245.0,110020.SH,600020.SH
