Time,Bond_Open,Bond_High,Bond_Low,Bond_Close,Bond_Volume,Bond_Amount,Stock_Open,Stock_High,Stock_Low,Stock_Close,Stock_Volume,Stock_Amount,Bond_Code,Stock_Code
2025-01-02 09:30:00,112.007,112.176,111.951,112.064,1085,1215889.0,10.121,10.161,10.101,10.131,100500,1018148.0,110006.SH,600006.SH
2025-01-02 09:31:00,112.024,112.192,111.968,112.08,1098,1230634.0,10.121,10.161,10.101,10.131,100550,1018691.0,110006.SH,600006.SH
2025-01-02 09:32:00,112.044,112.212,111.987,112.1,1111,1245426.0,10.122,10.162,10.102,10.132,100600,1019241.0,110006.SH,600006.SH
2025-01-02 09:33:00,112.067,112.235,112.011,112.123,1124,1260264.0,10.122,10.162,10.102,10.132,100650,1019797.0,110006.SH,600006.SH
2025-01-02 09:34:00,112.094,112.262,112.038,112.15,1137,1275149.0,10.123,10.163,10.103,10.133,100700,1020360.0,110006.SH,600006.SH
2025-01-02 09:35:00,112.125,112.293,112.069,112.181,1150,1290079.0,10.123,10.163,10.103,10.133,100750,1020929.0,110006.SH,600006.SH
2025-01-02 09:36:00,112.158,112.327,112.102,112.214,1163,1305053.0,10.124,10.164,10.104,10.134,100800,1021504.0,110006.SH,600006.SH
2025-01-02 09:37:00,112.195,112.363,112.139,112.251,1176,1320069.0,10.125,10.165,10.105,10.135,100850,1022084.0,110006.SH,600006.SH
2025-01-02 09:38:00,112.234,112.402,112.178,112.29,1189,1335126.0,10.125,10.165,10.105,10.135,100900,1022670.0,110006.SH,600006.SH
2025-01-02 09:39:00,112.275,112.444,112.219,112.331,1202,1350222.0,10.126,10.166,10.106,10.136,100950,1023261.0,110006.SH,600006.SH
2025-01-02 09:40:00,112.318,112.487,112.262,112.375,1215,1365352.0,10.127,10.167,10.107,10.137,101000,1023856.0,110006.SH,600006.SH
2025-01-02 09:41:00,112.364,112.532,112.307,112.42,1228,1380515.0,10.128,10.168,10.108,10.138,101050,1024457.0,110006.SH,600006.SH
2025-01-02 09:42:00,112.41,112.579,112.354,112.466,1241,1395707.0,10.129,10.169,10.109,10.139,101100,1025061.0,110006.SH,600006.SH
2025-01-02 09:43:00,112.458,112.626,112.401,112.514,1254,1410925.0,10.13,10.17,10.11,10.14,101150,1025670.0,110006.SH,600006.SH
2025-01-02 09:44:00,112.506,112.675,112.45,112.562,1267,1426164.0,10.131,10.171,10.111,10.141,101200,1026282.0,110006.SH,600006.SH
2025-01-02 09:45:00,112.555,112.724,112.498,112.611,1280,1441421.0,10.132,10.172,10.112,10.142,101250,1026897.0,110006.SH,600006.SH
2025-01-02 09:46:00,112.603,112.772,112.547,112.66,1293,1456690.0,10.133,10.173,10.113,10.143,101300,1027516.0,110006.SH,600006.SH
2025-01-02 09:47:00,112.652,112.821,112.595,112.708,1306,1471969.0,10.134,10.174,10.114,10.144,101350,1028136.0,110006.SH,600006.SH
2025-01-02 09:48:00,112.7,112.869,112.643,112.756,1319,1487251.0,10.136,10.176,10.116,10.146,101400,1028759.0,110006.SH,600006.SH
2025-01-02 09:49:00,112.746,112.916,112.69,112.803,1332,1502533.0,10.137,10.177,10.117,10.147,101450,1029383.0,110006.SH,600006.SH
2025-01-02 09:50:00,112.792,112.961,112.735,112.848,1345,1517810.0,10.138,10.178,10.118,10.148,101500,1030009.0,110006.SH,600006.SH
2025-01-02 09:51:00,112.836,113.005,112.779,112.892,1358,1533076.0,10.139,10.179,10.119,10.149,101550,1030635.0,110006.SH,600006.SH
2025-01-02 09:52:00,112.878,113.047,112.821,112.934,1371,1548327.0,10.14,10.18,10.12,10.15,101600,1031262.0,110006.SH,600006.SH
